"DAY_OF_MONTH","DAY_OF_WEEK","FL_DATE","ORIGIN","ORIGIN_STATE_ABR","ORIGIN_STATE_NM","DEST","DEST_STATE_ABR","DEST_STATE_NM","DEP_DELAY_NEW","ARR_DELAY_NEW","CANCELLED","CANCELLATION_CODE","AIR_TIME","DISTANCE","CARRIER_DELAY","WEATHER_DELAY","NAS_DELAY","SECURITY_DELAY","LATE_AIRCRAFT_DELAY",
27,6,2018-01-27,"ATL","GA","Georgia","MCO","FL","Florida",0.00,0.00,0.00,"",61.00,404.00,,,,,,
24,3,2018-01-24,"EWR","NJ","New Jersey","IAH","TX","Texas",50.00,41.00,0.00,"",200.00,1400.00,41.00,0.00,0.00,0.00,0.00,
5,5,2018-01-05,"ORD","IL","Illinois","MEI","MS","Mississippi",91.00,82.00,0.00,"",85.00,667.00,82.00,0.00,0.00,0.00,0.00,
7,7,2018-01-07,"CLT","NC","North Carolina","MDT","PA","Pennsylvania",17.00,19.00,0.00,"",63.00,413.00,13.00,0.00,2.00,0.00,4.00,
24,3,2018-01-24,"LAX","CA","California","CLE","OH","Ohio",0.00,0.00,0.00,"",239.00,2052.00,,,,,,
8,1,2018-01-08,"SBA","CA","California","DEN","CO","Colorado",0.00,0.00,0.00,"",117.00,916.00,,,,,,
5,5,2018-01-05,"BGR","ME","Maine","LGA","NY","New York",317.00,271.00,0.00,"",65.00,378.00,0.00,80.00,0.00,0.00,191.00,
4,4,2018-01-04,"PHL","PA","Pennsylvania","PIT","PA","Pennsylvania",,,1.00,"B",,268.00,,,,,,
11,4,2018-01-11,"DEN","CO","Colorado","EUG","OR","Oregon",0.00,0.00,0.00,"",165.00,996.00,,,,,,
22,1,2018-01-22,"TYS","TN","Tennessee","CLT","NC","North Carolina",0.00,4.00,0.00,"",37.00,177.00,,,,,,
7,7,2018-01-07,"HNL","HI","Hawaii","SFO","CA","California",0.00,0.00,0.00,"",284.00,2398.00,,,,,,
4,4,2018-01-04,"CVG","KY","Kentucky","ORD","IL","Illinois",13.00,45.00,0.00,"",50.00,264.00,13.00,0.00,32.00,0.00,0.00,
7,7,2018-01-07,"ONT","CA","California","MDW","IL","Illinois",0.00,0.00,0.00,"",211.00,1706.00,,,,,,
28,7,2018-01-28,"ASE","CO","Colorado","DFW","TX","Texas",7.00,0.00,0.00,"",96.00,701.00,,,,,,
7,7,2018-01-07,"ORD","IL","Illinois","MKE","WI","Wisconsin",89.00,77.00,0.00,"",21.00,67.00,35.00,0.00,0.00,0.00,42.00,
24,3,2018-01-24,"SAV","GA","Georgia","CLT","NC","North Carolina",0.00,0.00,0.00,"",46.00,213.00,,,,,,
13,6,2018-01-13,"CLT","NC","North Carolina","DTW","MI","Michigan",0.00,0.00,0.00,"",70.00,500.00,,,,,,
26,5,2018-01-26,"HNL","HI","Hawaii","OAK","CA","California",0.00,0.00,0.00,"",267.00,2409.00,,,,,,
18,4,2018-01-18,"ORD","IL","Illinois","XNA","AR","Arkansas",20.00,2.00,0.00,"",76.00,522.00,,,,,,
12,5,2018-01-12,"BHM","AL","Alabama","BWI","MD","Maryland",0.00,0.00,0.00,"",98.00,682.00,,,,,,
23,2,2018-01-23,"OGG","HI","Hawaii","SFO","CA","California",0.00,0.00,0.00,"",274.00,2338.00,,,,,,
20,6,2018-01-20,"PVD","RI","Rhode Island","MCO","FL","Florida",0.00,0.00,0.00,"",146.00,1072.00,,,,,,
8,1,2018-01-08,"FLL","FL","Florida","TPA","FL","Florida",1.00,3.00,0.00,"",40.00,197.00,,,,,,
1,1,2018-01-01,"AUS","TX","Texas","IAH","TX","Texas",0.00,0.00,0.00,"",30.00,140.00,,,,,,
14,7,2018-01-14,"JFK","NY","New York","MSY","LA","Louisiana",3.00,0.00,0.00,"",178.00,1182.00,,,,,,
15,1,2018-01-15,"JFK","NY","New York","ORD","IL","Illinois",59.00,79.00,0.00,"",124.00,740.00,0.00,0.00,79.00,0.00,0.00,
28,7,2018-01-28,"LAX","CA","California","OAK","CA","California",0.00,0.00,0.00,"",53.00,337.00,,,,,,
29,1,2018-01-29,"OAK","CA","California","DEN","CO","Colorado",0.00,0.00,0.00,"",117.00,957.00,,,,,,
5,5,2018-01-05,"LAX","CA","California","MSY","LA","Louisiana",0.00,0.00,0.00,"",184.00,1670.00,,,,,,
7,7,2018-01-07,"LAX","CA","California","TPA","FL","Florida",0.00,0.00,0.00,"",229.00,2158.00,,,,,,
14,7,2018-01-14,"ABQ","NM","New Mexico","DAL","TX","Texas",1.00,0.00,0.00,"",82.00,580.00,,,,,,
18,4,2018-01-18,"JAN","MS","Mississippi","DFW","TX","Texas",0.00,11.00,0.00,"",69.00,408.00,,,,,,
20,6,2018-01-20,"PHX","AZ","Arizona","LAX","CA","California",0.00,0.00,0.00,"",59.00,370.00,,,,,,
27,6,2018-01-27,"PIT","PA","Pennsylvania","TPA","FL","Florida",0.00,0.00,0.00,"",123.00,873.00,,,,,,
10,3,2018-01-10,"ORD","IL","Illinois","SLC","UT","Utah",0.00,5.00,0.00,"",198.00,1250.00,,,,,,
2,2,2018-01-02,"IAD","VA","Virginia","ATL","GA","Georgia",0.00,0.00,0.00,"",82.00,534.00,,,,,,
29,1,2018-01-29,"ATL","GA","Georgia","MDT","PA","Pennsylvania",0.00,0.00,0.00,"",81.00,620.00,,,,,,
24,3,2018-01-24,"SNA","CA","California","SJC","CA","California",0.00,0.00,0.00,"",61.00,342.00,,,,,,
19,5,2018-01-19,"ATL","GA","Georgia","RDU","NC","North Carolina",8.00,0.00,0.00,"",59.00,356.00,,,,,,
2,2,2018-01-02,"DEN","CO","Colorado","SEA","WA","Washington",0.00,0.00,0.00,"",140.00,1024.00,,,,,,
12,5,2018-01-12,"OMA","NE","Nebraska","MSP","MN","Minnesota",0.00,0.00,0.00,"",47.00,282.00,,,,,,
20,6,2018-01-20,"HNL","HI","Hawaii","OGG","HI","Hawaii",0.00,0.00,0.00,"",21.00,100.00,,,,,,
31,3,2018-01-31,"LAS","NV","Nevada","DEN","CO","Colorado",0.00,0.00,0.00,"",82.00,628.00,,,,,,
21,7,2018-01-21,"CLT","NC","North Carolina","EWR","NJ","New Jersey",0.00,0.00,0.00,"",80.00,529.00,,,,,,
12,5,2018-01-12,"DCA","VA","Virginia","GRR","MI","Michigan",2.00,0.00,0.00,"",83.00,524.00,,,,,,
18,4,2018-01-18,"MYR","SC","South Carolina","LGA","NY","New York",0.00,0.00,0.00,"",86.00,563.00,,,,,,
12,5,2018-01-12,"CLT","NC","North Carolina","MHT","NH","New Hampshire",0.00,0.00,0.00,"",95.00,737.00,,,,,,
30,2,2018-01-30,"BOS","MA","Massachusetts","PIT","PA","Pennsylvania",0.00,0.00,0.00,"",76.00,496.00,,,,,,
11,4,2018-01-11,"DCA","VA","Virginia","SYR","NY","New York",1.00,0.00,0.00,"",53.00,298.00,,,,,,
20,6,2018-01-20,"ATL","GA","Georgia","RDU","NC","North Carolina",0.00,0.00,0.00,"",59.00,356.00,,,,,,
12,5,2018-01-12,"ORD","IL","Illinois","BOS","MA","Massachusetts",0.00,14.00,0.00,"",122.00,867.00,,,,,,
23,2,2018-01-23,"PSP","CA","California","SFO","CA","California",0.00,0.00,0.00,"",67.00,421.00,,,,,,
11,4,2018-01-11,"ORD","IL","Illinois","LGA","NY","New York",0.00,0.00,0.00,"",100.00,733.00,,,,,,
15,1,2018-01-15,"LRD","TX","Texas","IAH","TX","Texas",15.00,12.00,0.00,"",49.00,301.00,,,,,,
20,6,2018-01-20,"PHX","AZ","Arizona","BWI","MD","Maryland",6.00,0.00,0.00,"",229.00,1999.00,,,,,,
1,1,2018-01-01,"TPA","FL","Florida","BUF","NY","New York",0.00,0.00,0.00,"",134.00,1053.00,,,,,,
14,7,2018-01-14,"EWR","NJ","New Jersey","PBI","FL","Florida",0.00,30.00,0.00,"",177.00,1023.00,0.00,0.00,30.00,0.00,0.00,
23,2,2018-01-23,"DAL","TX","Texas","MSY","LA","Louisiana",0.00,0.00,0.00,"",59.00,436.00,,,,,,
13,6,2018-01-13,"GRR","MI","Michigan","ORD","IL","Illinois",0.00,0.00,0.00,"",27.00,137.00,,,,,,
16,2,2018-01-16,"SEA","WA","Washington","PSC","WA","Washington",0.00,0.00,0.00,"",33.00,172.00,,,,,,
12,5,2018-01-12,"PHL","PA","Pennsylvania","MCO","FL","Florida",44.00,53.00,0.00,"",135.00,861.00,0.00,0.00,53.00,0.00,0.00,
9,2,2018-01-09,"SLC","UT","Utah","PHX","AZ","Arizona",2.00,51.00,0.00,"",125.00,507.00,0.00,0.00,51.00,0.00,0.00,
30,2,2018-01-30,"TPA","FL","Florida","DFW","TX","Texas",0.00,0.00,0.00,"",141.00,929.00,,,,,,
28,7,2018-01-28,"LAS","NV","Nevada","DTW","MI","Michigan",0.00,0.00,0.00,"",204.00,1749.00,,,,,,
23,2,2018-01-23,"ORD","IL","Illinois","HDN","CO","Colorado",0.00,0.00,0.00,"",142.00,1009.00,,,,,,
21,7,2018-01-21,"JFK","NY","New York","MSP","MN","Minnesota",0.00,0.00,0.00,"",164.00,1029.00,,,,,,
2,2,2018-01-02,"DSM","IA","Iowa","MSP","MN","Minnesota",0.00,0.00,0.00,"",45.00,232.00,,,,,,
24,3,2018-01-24,"LAX","CA","California","JFK","NY","New York",31.00,22.00,0.00,"",296.00,2475.00,22.00,0.00,0.00,0.00,0.00,
13,6,2018-01-13,"ICT","KS","Kansas","IAH","TX","Texas",0.00,0.00,0.00,"",82.00,542.00,,,,,,
12,5,2018-01-12,"SAN","CA","California","SJC","CA","California",25.00,21.00,0.00,"",62.00,417.00,0.00,0.00,0.00,0.00,21.00,
20,6,2018-01-20,"DEN","CO","Colorado","RNO","NV","Nevada",0.00,0.00,0.00,"",117.00,804.00,,,,,,
19,5,2018-01-19,"ATL","GA","Georgia","BWI","MD","Maryland",0.00,3.00,0.00,"",85.00,577.00,,,,,,
27,6,2018-01-27,"HOU","TX","Texas","LAS","NV","Nevada",0.00,0.00,0.00,"",178.00,1235.00,,,,,,
19,5,2018-01-19,"PHX","AZ","Arizona","BUF","NY","New York",34.00,16.00,0.00,"",223.00,1912.00,16.00,0.00,0.00,0.00,0.00,
18,4,2018-01-18,"DCA","VA","Virginia","ATL","GA","Georgia",0.00,0.00,0.00,"",84.00,547.00,,,,,,
26,5,2018-01-26,"CHS","SC","South Carolina","CLT","NC","North Carolina",78.00,54.00,0.00,"",35.00,168.00,0.00,0.00,0.00,0.00,54.00,
19,5,2018-01-19,"LAX","CA","California","SJC","CA","California",0.00,0.00,0.00,"",47.00,308.00,,,,,,
1,1,2018-01-01,"MCO","FL","Florida","PIT","PA","Pennsylvania",1.00,0.00,0.00,"",107.00,834.00,,,,,,
30,2,2018-01-30,"TYS","TN","Tennessee","ORD","IL","Illinois",0.00,2.00,0.00,"",97.00,475.00,,,,,,
25,4,2018-01-25,"CLE","OH","Ohio","MCO","FL","Florida",0.00,0.00,0.00,"",115.00,895.00,,,,,,
17,3,2018-01-17,"MCO","FL","Florida","JFK","NY","New York",6.00,0.00,0.00,"",111.00,944.00,,,,,,
4,4,2018-01-04,"CLT","NC","North Carolina","FWA","IN","Indiana",0.00,0.00,0.00,"",79.00,460.00,,,,,,
18,4,2018-01-18,"CMH","OH","Ohio","MDW","IL","Illinois",9.00,0.00,0.00,"",51.00,283.00,,,,,,
30,2,2018-01-30,"MCO","FL","Florida","LAX","CA","California",11.00,0.00,0.00,"",302.00,2218.00,,,,,,
9,2,2018-01-09,"BOS","MA","Massachusetts","RSW","FL","Florida",0.00,0.00,0.00,"",194.00,1249.00,,,,,,
27,6,2018-01-27,"ABQ","NM","New Mexico","PHX","AZ","Arizona",10.00,25.00,0.00,"",61.00,328.00,0.00,0.00,25.00,0.00,0.00,
9,2,2018-01-09,"ATL","GA","Georgia","MGM","AL","Alabama",0.00,0.00,0.00,"",36.00,147.00,,,,,,
2,2,2018-01-02,"PDX","OR","Oregon","AUS","TX","Texas",19.00,0.00,0.00,"",186.00,1715.00,,,,,,
31,3,2018-01-31,"GSO","NC","North Carolina","ATL","GA","Georgia",0.00,0.00,0.00,"",53.00,306.00,,,,,,
4,4,2018-01-04,"DFW","TX","Texas","LAX","CA","California",0.00,0.00,0.00,"",166.00,1235.00,,,,,,
28,7,2018-01-28,"ATL","GA","Georgia","CLE","OH","Ohio",0.00,0.00,0.00,"",74.00,554.00,,,,,,
30,2,2018-01-30,"ATL","GA","Georgia","CLT","NC","North Carolina",0.00,0.00,0.00,"",42.00,226.00,,,,,,
11,4,2018-01-11,"MCO","FL","Florida","DEN","CO","Colorado",0.00,0.00,0.00,"",216.00,1546.00,,,,,,
7,7,2018-01-07,"LAX","CA","California","OAK","CA","California",0.00,2.00,0.00,"",53.00,337.00,,,,,,
30,2,2018-01-30,"JFK","NY","New York","TPA","FL","Florida",16.00,36.00,0.00,"",148.00,1005.00,0.00,0.00,20.00,0.00,16.00,
1,1,2018-01-01,"MKE","WI","Wisconsin","SLC","UT","Utah",0.00,0.00,0.00,"",183.00,1247.00,,,,,,
6,6,2018-01-06,"DTW","MI","Michigan","RSW","FL","Florida",0.00,0.00,0.00,"",142.00,1084.00,,,,,,
23,2,2018-01-23,"BRO","TX","Texas","IAH","TX","Texas",0.00,0.00,0.00,"",51.00,308.00,,,,,,
28,7,2018-01-28,"DFW","TX","Texas","DEN","CO","Colorado",0.00,0.00,0.00,"",100.00,641.00,,,,,,
10,3,2018-01-10,"OKC","OK","Oklahoma","ATL","GA","Georgia",0.00,0.00,0.00,"",94.00,761.00,,,,,,
4,4,2018-01-04,"LAX","CA","California","JFK","NY","New York",,,1.00,"B",,2475.00,,,,,,
17,3,2018-01-17,"HPN","NY","New York","ATL","GA","Georgia",,,1.00,"B",,780.00,,,,,,
25,4,2018-01-25,"PIT","PA","Pennsylvania","MDW","IL","Illinois",13.00,0.00,0.00,"",69.00,402.00,,,,,,
29,1,2018-01-29,"PHL","PA","Pennsylvania","ATL","GA","Georgia",1.00,0.00,0.00,"",110.00,666.00,,,,,,
4,4,2018-01-04,"LAS","NV","Nevada","GJT","CO","Colorado",0.00,0.00,0.00,"",56.00,420.00,,,,,,
1,1,2018-01-01,"ORD","IL","Illinois","LEX","KY","Kentucky",21.00,27.00,0.00,"",53.00,323.00,5.00,0.00,6.00,0.00,16.00,
30,2,2018-01-30,"ATL","GA","Georgia","PBI","FL","Florida",7.00,2.00,0.00,"",81.00,545.00,,,,,,
11,4,2018-01-11,"IAH","TX","Texas","PHX","AZ","Arizona",0.00,1.00,0.00,"",150.00,1009.00,,,,,,
16,2,2018-01-16,"CLE","OH","Ohio","MCO","FL","Florida",51.00,70.00,0.00,"",133.00,895.00,9.00,42.00,19.00,0.00,0.00,
31,3,2018-01-31,"PHX","AZ","Arizona","FAT","CA","California",0.00,0.00,0.00,"",77.00,493.00,,,,,,
16,2,2018-01-16,"PHX","AZ","Arizona","LAS","NV","Nevada",0.00,0.00,0.00,"",44.00,255.00,,,,,,
5,5,2018-01-05,"DCA","VA","Virginia","CLT","NC","North Carolina",4.00,0.00,0.00,"",67.00,331.00,,,,,,
18,4,2018-01-18,"CLT","NC","North Carolina","IND","IN","Indiana",0.00,0.00,0.00,"",72.00,427.00,,,,,,
3,3,2018-01-03,"SEA","WA","Washington","LAS","NV","Nevada",0.00,0.00,0.00,"",123.00,867.00,,,,,,
27,6,2018-01-27,"MSN","WI","Wisconsin","DFW","TX","Texas",0.00,5.00,0.00,"",151.00,821.00,,,,,,
23,2,2018-01-23,"PHX","AZ","Arizona","MSY","LA","Louisiana",0.00,0.00,0.00,"",148.00,1300.00,,,,,,
18,4,2018-01-18,"MSY","LA","Louisiana","LGA","NY","New York",0.00,0.00,0.00,"",148.00,1183.00,,,,,,
14,7,2018-01-14,"ORD","IL","Illinois","BOS","MA","Massachusetts",0.00,0.00,0.00,"",103.00,867.00,,,,,,
1,1,2018-01-01,"ICT","KS","Kansas","LAS","NV","Nevada",0.00,0.00,0.00,"",135.00,986.00,,,,,,
28,7,2018-01-28,"LAS","NV","Nevada","DEN","CO","Colorado",0.00,0.00,0.00,"",82.00,628.00,,,,,,
4,4,2018-01-04,"ATL","GA","Georgia","FLL","FL","Florida",4.00,0.00,0.00,"",81.00,581.00,,,,,,
14,7,2018-01-14,"LAX","CA","California","DAL","TX","Texas",0.00,0.00,0.00,"",157.00,1246.00,,,,,,
17,3,2018-01-17,"DTW","MI","Michigan","DAY","OH","Ohio",0.00,0.00,0.00,"",29.00,166.00,,,,,,
2,2,2018-01-02,"DFW","TX","Texas","DRO","CO","Colorado",50.00,57.00,0.00,"",111.00,674.00,0.00,5.00,7.00,0.00,45.00,
5,5,2018-01-05,"STL","MO","Missouri","CLT","NC","North Carolina",0.00,0.00,0.00,"",80.00,575.00,,,,,,
21,7,2018-01-21,"CLT","NC","North Carolina","MCO","FL","Florida",0.00,0.00,0.00,"",69.00,468.00,,,,,,
18,4,2018-01-18,"DFW","TX","Texas","VPS","FL","Florida",4.00,11.00,0.00,"",87.00,641.00,,,,,,
19,5,2018-01-19,"DCA","VA","Virginia","LAX","CA","California",0.00,0.00,0.00,"",297.00,2311.00,,,,,,
5,5,2018-01-05,"PIT","PA","Pennsylvania","DTW","MI","Michigan",0.00,0.00,0.00,"",43.00,201.00,,,,,,
1,1,2018-01-01,"BNA","TN","Tennessee","DCA","VA","Virginia",11.00,0.00,0.00,"",68.00,562.00,,,,,,
28,7,2018-01-28,"CLT","NC","North Carolina","LAX","CA","California",0.00,0.00,0.00,"",299.00,2125.00,,,,,,
3,3,2018-01-03,"SNA","CA","California","DEN","CO","Colorado",0.00,0.00,0.00,"",103.00,846.00,,,,,,
11,4,2018-01-11,"ATL","GA","Georgia","SJC","CA","California",0.00,0.00,0.00,"",287.00,2116.00,,,,,,
18,4,2018-01-18,"ATL","GA","Georgia","PIT","PA","Pennsylvania",,,1.00,"B",,526.00,,,,,,
24,3,2018-01-24,"DSM","IA","Iowa","CLT","NC","North Carolina",43.00,32.00,0.00,"",101.00,815.00,9.00,0.00,0.00,0.00,23.00,
3,3,2018-01-03,"MKE","WI","Wisconsin","PHX","AZ","Arizona",1.00,0.00,0.00,"",196.00,1460.00,,,,,,
30,2,2018-01-30,"ORD","IL","Illinois","FNT","MI","Michigan",0.00,0.00,0.00,"",38.00,223.00,,,,,,
24,3,2018-01-24,"DBQ","IA","Iowa","ORD","IL","Illinois",79.00,88.00,0.00,"",48.00,147.00,0.00,79.00,9.00,0.00,0.00,
10,3,2018-01-10,"LIH","HI","Hawaii","HNL","HI","Hawaii",0.00,0.00,0.00,"",23.00,102.00,,,,,,
22,1,2018-01-22,"LAX","CA","California","PDX","OR","Oregon",0.00,0.00,0.00,"",130.00,834.00,,,,,,
29,1,2018-01-29,"PHX","AZ","Arizona","ABQ","NM","New Mexico",7.00,2.00,0.00,"",48.00,328.00,,,,,,
18,4,2018-01-18,"ORD","IL","Illinois","SJU","PR","Puerto Rico",0.00,0.00,0.00,"",248.00,2072.00,,,,,,
30,2,2018-01-30,"MCI","MO","Missouri","LAX","CA","California",0.00,0.00,0.00,"",181.00,1363.00,,,,,,
29,1,2018-01-29,"DEN","CO","Colorado","SMF","CA","California",39.00,18.00,0.00,"",123.00,909.00,0.00,0.00,0.00,0.00,18.00,
8,1,2018-01-08,"SFO","CA","California","BOS","MA","Massachusetts",12.00,5.00,0.00,"",289.00,2704.00,,,,,,
14,7,2018-01-14,"TUL","OK","Oklahoma","PHX","AZ","Arizona",0.00,0.00,0.00,"",133.00,935.00,,,,,,
8,1,2018-01-08,"DCA","VA","Virginia","CMH","OH","Ohio",0.00,0.00,0.00,"",60.00,323.00,,,,,,
30,2,2018-01-30,"EWR","NJ","New Jersey","PIT","PA","Pennsylvania",0.00,5.00,0.00,"",53.00,319.00,,,,,,
21,7,2018-01-21,"SAT","TX","Texas","DAL","TX","Texas",1.00,0.00,0.00,"",37.00,248.00,,,,,,
26,5,2018-01-26,"SFO","CA","California","LAX","CA","California",13.00,4.00,0.00,"",49.00,337.00,,,,,,
15,1,2018-01-15,"IAH","TX","Texas","LEX","KY","Kentucky",0.00,0.00,0.00,"",104.00,828.00,,,,,,
14,7,2018-01-14,"PHX","AZ","Arizona","BUR","CA","California",68.00,85.00,0.00,"",72.00,369.00,64.00,0.00,17.00,0.00,4.00,
8,1,2018-01-08,"GSO","NC","North Carolina","CLT","NC","North Carolina",39.00,24.00,0.00,"",22.00,83.00,0.00,0.00,1.00,0.00,23.00,
28,7,2018-01-28,"DFW","TX","Texas","CLL","TX","Texas",0.00,3.00,0.00,"",33.00,164.00,,,,,,
29,1,2018-01-29,"SEA","WA","Washington","BOI","ID","Idaho",16.00,17.00,0.00,"",61.00,399.00,16.00,0.00,1.00,0.00,0.00,
16,2,2018-01-16,"BHM","AL","Alabama","LAS","NV","Nevada",14.00,8.00,0.00,"",227.00,1618.00,,,,,,
2,2,2018-01-02,"PSP","CA","California","DEN","CO","Colorado",0.00,0.00,0.00,"",102.00,776.00,,,,,,
14,7,2018-01-14,"LAS","NV","Nevada","ABQ","NM","New Mexico",0.00,0.00,0.00,"",66.00,486.00,,,,,,
7,7,2018-01-07,"CVG","KY","Kentucky","RSW","FL","Florida",51.00,24.00,0.00,"",108.00,879.00,0.00,0.00,0.00,0.00,24.00,
28,7,2018-01-28,"SFO","CA","California","ONT","CA","California",0.00,0.00,0.00,"",62.00,363.00,,,,,,
24,3,2018-01-24,"MSP","MN","Minnesota","PDX","OR","Oregon",0.00,0.00,0.00,"",210.00,1426.00,,,,,,
24,3,2018-01-24,"DFW","TX","Texas","MSY","LA","Louisiana",8.00,0.00,0.00,"",61.00,447.00,,,,,,
7,7,2018-01-07,"LAX","CA","California","ATL","GA","Georgia",22.00,11.00,0.00,"",203.00,1947.00,,,,,,
8,1,2018-01-08,"ATL","GA","Georgia","LIT","AR","Arkansas",39.00,32.00,0.00,"",72.00,453.00,8.00,0.00,0.00,0.00,24.00,
5,5,2018-01-05,"LAX","CA","California","KOA","HI","Hawaii",40.00,0.00,0.00,"",295.00,2504.00,,,,,,
23,2,2018-01-23,"LGA","NY","New York","PBI","FL","Florida",11.00,16.00,0.00,"",179.00,1035.00,0.00,0.00,5.00,0.00,11.00,
4,4,2018-01-04,"MSP","MN","Minnesota","OMA","NE","Nebraska",0.00,0.00,0.00,"",44.00,282.00,,,,,,
16,2,2018-01-16,"MFR","OR","Oregon","SFO","CA","California",22.00,15.00,0.00,"",61.00,329.00,0.00,0.00,15.00,0.00,0.00,
30,2,2018-01-30,"SAN","CA","California","SJC","CA","California",0.00,0.00,0.00,"",61.00,417.00,,,,,,
26,5,2018-01-26,"OGG","HI","Hawaii","SAN","CA","California",0.00,0.00,0.00,"",282.00,2541.00,,,,,,
10,3,2018-01-10,"SMF","CA","California","PDX","OR","Oregon",22.00,26.00,0.00,"",80.00,479.00,22.00,0.00,4.00,0.00,0.00,
12,5,2018-01-12,"LGA","NY","New York","RIC","VA","Virginia",130.00,128.00,0.00,"",55.00,292.00,0.00,0.00,0.00,0.00,128.00,
26,5,2018-01-26,"PHL","PA","Pennsylvania","ROC","NY","New York",0.00,0.00,0.00,"",57.00,257.00,,,,,,
3,3,2018-01-03,"IAD","VA","Virginia","DFW","TX","Texas",0.00,0.00,0.00,"",169.00,1172.00,,,,,,
7,7,2018-01-07,"SEA","WA","Washington","STL","MO","Missouri",9.00,4.00,0.00,"",189.00,1709.00,,,,,,
18,4,2018-01-18,"JFK","NY","New York","LAX","CA","California",0.00,0.00,0.00,"",309.00,2475.00,,,,,,
5,5,2018-01-05,"BOS","MA","Massachusetts","LAX","CA","California",2.00,0.00,0.00,"",353.00,2611.00,,,,,,
6,6,2018-01-06,"SEA","WA","Washington","PSP","CA","California",50.00,34.00,0.00,"",128.00,987.00,34.00,0.00,0.00,0.00,0.00,
16,2,2018-01-16,"LAX","CA","California","MCI","MO","Missouri",0.00,0.00,0.00,"",175.00,1363.00,,,,,,
14,7,2018-01-14,"ATL","GA","Georgia","ATW","WI","Wisconsin",0.00,0.00,0.00,"",107.00,765.00,,,,,,
5,5,2018-01-05,"TUL","OK","Oklahoma","HOU","TX","Texas",0.00,0.00,0.00,"",68.00,453.00,,,,,,
18,4,2018-01-18,"DTW","MI","Michigan","PHX","AZ","Arizona",37.00,40.00,0.00,"",216.00,1671.00,0.00,0.00,40.00,0.00,0.00,
2,2,2018-01-02,"CHS","SC","South Carolina","JFK","NY","New York",6.00,13.00,0.00,"",87.00,636.00,,,,,,
16,2,2018-01-16,"SEA","WA","Washington","SFO","CA","California",0.00,0.00,0.00,"",97.00,679.00,,,,,,
24,3,2018-01-24,"CLT","NC","North Carolina","PVD","RI","Rhode Island",0.00,0.00,0.00,"",77.00,683.00,,,,,,
2,2,2018-01-02,"BOS","MA","Massachusetts","SEA","WA","Washington",33.00,20.00,0.00,"",352.00,2496.00,20.00,0.00,0.00,0.00,0.00,
10,3,2018-01-10,"BWI","MD","Maryland","MCO","FL","Florida",4.00,0.00,0.00,"",103.00,787.00,,,,,,
23,2,2018-01-23,"ABI","TX","Texas","DFW","TX","Texas",40.00,34.00,0.00,"",32.00,158.00,33.00,0.00,0.00,0.00,1.00,
6,6,2018-01-06,"DCA","VA","Virginia","STL","MO","Missouri",9.00,0.00,0.00,"",107.00,719.00,,,,,,
3,3,2018-01-03,"DAL","TX","Texas","MSY","LA","Louisiana",2.00,0.00,0.00,"",59.00,436.00,,,,,,
9,2,2018-01-09,"MSP","MN","Minnesota","FAR","ND","North Dakota",0.00,0.00,0.00,"",47.00,223.00,,,,,,
16,2,2018-01-16,"PDX","OR","Oregon","ANC","AK","Alaska",0.00,0.00,0.00,"",197.00,1542.00,,,,,,
12,5,2018-01-12,"CLT","NC","North Carolina","BNA","TN","Tennessee",14.00,28.00,0.00,"",58.00,328.00,14.00,0.00,14.00,0.00,0.00,
20,6,2018-01-20,"BGR","ME","Maine","DCA","VA","Virginia",0.00,0.00,0.00,"",99.00,590.00,,,,,,
19,5,2018-01-19,"SFO","CA","California","PHX","AZ","Arizona",45.00,40.00,0.00,"",98.00,651.00,0.00,0.00,40.00,0.00,0.00,
24,3,2018-01-24,"ATL","GA","Georgia","LAX","CA","California",0.00,0.00,0.00,"",256.00,1947.00,,,,,,
26,5,2018-01-26,"SFB","FL","Florida","MSY","LA","Louisiana",0.00,0.00,0.00,"",86.00,551.00,,,,,,
23,2,2018-01-23,"ATL","GA","Georgia","FLL","FL","Florida",0.00,0.00,0.00,"",88.00,581.00,,,,,,
23,2,2018-01-23,"IAH","TX","Texas","PHL","PA","Pennsylvania",0.00,0.00,0.00,"",156.00,1325.00,,,,,,
6,6,2018-01-06,"SJC","CA","California","ONT","CA","California",0.00,0.00,0.00,"",56.00,333.00,,,,,,
13,6,2018-01-13,"IAH","TX","Texas","CRP","TX","Texas",20.00,15.00,0.00,"",44.00,201.00,15.00,0.00,0.00,0.00,0.00,
13,6,2018-01-13,"PHX","AZ","Arizona","BOI","ID","Idaho",2.00,0.00,0.00,"",110.00,735.00,,,,,,
6,6,2018-01-06,"PHX","AZ","Arizona","ABQ","NM","New Mexico",0.00,0.00,0.00,"",42.00,328.00,,,,,,
16,2,2018-01-16,"SNA","CA","California","SMF","CA","California",0.00,0.00,0.00,"",68.00,404.00,,,,,,
21,7,2018-01-21,"DTW","MI","Michigan","DCA","VA","Virginia",0.00,0.00,0.00,"",63.00,405.00,,,,,,
1,1,2018-01-01,"BWI","MD","Maryland","MSY","LA","Louisiana",17.00,18.00,0.00,"",165.00,998.00,17.00,0.00,1.00,0.00,0.00,
25,4,2018-01-25,"CLT","NC","North Carolina","IND","IN","Indiana",0.00,6.00,0.00,"",80.00,427.00,,,,,,
